,business_id,latitude,longitude,stars,review_count,categories,nearby,avg_stars
3837,ixGcDkuUrkAlRuqf42nbEA,36.2412529,-115.0779679,2.5,17,"Restaurants, Delis, Sandwiches",8,0.3125
3838,IXH_aorv1x88UfRZrYDz4g,36.1757269389,-115.22371197870001,2.5,40,"Restaurants, Fast Food, Mexican",9,0.2777777777777778
3839,ixJFUSi_H47dSoH_DIlfxw,36.1285681,-115.195076,5.0,4,"Bakeries, Food, Chocolatiers & Shops, Specialty Food",28,0.17857142857142858
3840,iyGRO414K8h3BK9A-cmKfw,36.1299713,-115.12915590000001,4.5,6,"Food, Health & Medical, Specialty Food, Health Markets",1,4.5
3841,iyoym9B8gU_YPXSb3m31LA,36.229804,-115.072002,3.5,18,"Asian Fusion, Restaurants, Sushi Bars, Chinese",1,3.5
3842,iYQPfLcPQXiYi-kycrm2rw,36.1462673,-115.1829873,1.0,54,"Water Purification Services, Food Delivery Services, Food, Home Services, Shopping, Local Services, Office Equipment, Water Delivery",12,0.08333333333333333
3843,iYRAuwz8GfnDoteJNdyUXQ,36.159527000000004,-115.24271399999999,3.0,4,"Hawaiian, Restaurants, Chinese",26,0.11538461538461539
3844,IyrDnrvUKpndj5zIv1KvGQ,36.1594983312,-115.14734909999999,3.5,277,"Seafood, American (Traditional), Restaurants, Desserts, Mexican, Food",19,0.18421052631578946
3845,IYydfjUO5kb-N4KwSPlEcA,36.2789680777,-115.02123288809999,4.0,59,"Cafes, Restaurants, Coffee & Tea, Food, American (Traditional), Local Flavor",1,4.0
3846,iZ4DAMzQ4UlBws-wA4GogQ,36.127188000000004,-115.17119,5.0,4,"Food, Chocolatiers & Shops, Candy Stores, Shopping, Specialty Food, Flowers & Gifts, Gift Shops",105,0.047619047619047616
3847,Iz7401kE7fWDxgyNw7hZPQ,36.113264,-115.30605200000001,4.5,62,"Juice Bars & Smoothies, Acai Bowls, Coffee & Tea, Food",45,0.1
3848,IZivKqtHyz4-ts8KsnvMrA,36.1270199715,-115.2096439898,4.5,1253,"Food, Restaurants, Juice Bars & Smoothies, Bubble Tea, Coffee & Tea, Taiwanese",71,0.06338028169014084
3849,Izuc4hE7h053dLOHAW99OQ,36.0211619061,-115.1192042232,4.0,87,"Food, Pretzels, Bakeries",29,0.13793103448275862
3850,izvmwI3kSYIt-a6vA4gUMw,36.2409489,-115.1592072,3.0,21,"Restaurants, Sandwiches, Delis",1,3.0
3851,J_VOObYtNAsg8HQ5wViiPA,36.1736598,-115.0626777,2.0,15,"Restaurants, Burgers, Fast Food",24,0.08333333333333333
3852,j-DYRh_l3sv6MKhfaiidXA,36.1889475,-115.08059740000002,3.5,5,"Restaurants, Mexican",3,1.1666666666666667
3853,J-vIgY37hcIE9XAQDx2a0Q,36.1456766621,-115.20500334370001,3.5,20,"Ethnic Food, Bakeries, Delis, Imported Food, Specialty Food, Food, Grocery, Restaurants, Fruits & Veggies",35,0.1
3854,j00iBr6uYnwgFs_J5y9f0w,36.063976700000005,-115.24146299999998,3.5,261,"Italian, Specialty Food, Pasta Shops, Pizza, Restaurants, Food",18,0.19444444444444445
3855,j0biI-MkzcQSBcx7w7QjgA,36.1488915,-115.286025,4.5,28,"Arts & Entertainment, Country Clubs, Golf, Event Planning & Services, Restaurants, Active Life, Caterers, Venues & Event Spaces, Fitness & Instruction, Gyms",1,4.5
3856,J0PP9Yfzzw4-WyiZQ0JTwA,36.143203,-115.2344,5.0,9,"Restaurants, Food Stands, Street Vendors, Colombian, Food, Latin American",7,0.7142857142857143
3857,J121PGT4oi5AqVbtMoEfVw,36.113043100000006,-115.1194493,3.5,6,"Mexican, Restaurants",17,0.20588235294117646
3858,J1MVP1oGbBnKVqriX4HDuQ,36.100377,-115.20992849999999,3.0,108,"Breakfast & Brunch, Food, Restaurants, Coffee & Tea, Diners, American (Traditional)",23,0.13043478260869565
3859,J1RKcr6BAqOI-LDFbn0TvQ,36.0854286,-115.149927,1.5,13,"Restaurants, Fast Food, Sandwiches",31,0.04838709677419355
3860,J2Am_nJkdicGk2S1DzwuPA,36.0592584,-115.24326409999998,2.0,47,"Fast Food, Restaurants",16,0.125
3861,J2LJ1IuLOj_BYyP8lUa7iA,36.125847,-115.196997,4.0,5,"Restaurants, Local Flavor, Chinese",89,0.0449438202247191
3862,J2nCJBrGn4EQT1abnBHaUQ,36.2399444,-115.23007820000001,3.5,16,"Lounges, American (Traditional), Nightlife, Italian, Casinos, Sports Bars, Bars, Arts & Entertainment, Restaurants",20,0.175
3863,J2QsTlzmRqOvHsD4aTu0aw,36.240462,-115.234232,3.5,41,"Food, Beer, Wine & Spirits",19,0.18421052631578946
3864,J2vJQeFdowxUMCkqkwITcg,36.12293629999999,-115.24560259999998,4.0,6,"Convenience Stores, Water Stores, Food, Local Flavor",18,0.2222222222222222
3865,j2w6wlRmlaZaaErQus8ElQ,36.014087183899996,-115.135131108,4.5,289,"Mediterranean, Restaurants, Vegan",24,0.1875
3866,j3NoIidtyVJ9iUfyG9X3Qw,36.1472468,-115.15603109999999,4.0,17,"Tours, Caterers, Wedding Planning, Event Planning & Services, Active Life, Venues & Event Spaces, Restaurants, Amusement Parks, Hotels & Travel",29,0.13793103448275862
3867,J4CATH00YZrq8Bne2S4_cw,36.123559,-115.16841000000001,4.0,1397,"Nightlife, Lounges, Steakhouses, Bars, Restaurants",140,0.02857142857142857
3868,j4F5LtyQ3_dKLJbIEkwFpQ,36.149159000000004,-115.33318799999999,4.5,191,"American (New), Restaurants, Breakfast & Brunch",36,0.125
3869,j5-Hj0qnz4W_VwJi5LONIw,36.100716,-115.149121,2.0,15,"Gas Stations, Food, Automotive, Convenience Stores",6,0.3333333333333333
3870,j5nPiTwWEFr-VsePew7Sjg,36.1258775,-115.197855,4.0,1444,"Japanese, Restaurants, Sushi Bars",79,0.05063291139240506
3871,J5ylw6DXGmQ6hM06Ne3XHw,36.1439891,-115.1976095,4.0,108,"Restaurants, Nightlife, Lounges, Gay Bars, American (New), Karaoke, Bars",21,0.19047619047619047
3872,j61zSbBRrNQPG4p-cydSmQ,36.124423,-115.146372,3.0,46,"Nightlife, Restaurants, Bars, Hawaiian",20,0.15
3873,J73YHN9LgV7FNYRn7n2NjQ,36.0976114,-115.11966480000001,2.5,5,"Sports Bars, Food, American (New), Nightlife, Restaurants, Bars, Beer, Wine & Spirits, Pool Halls",20,0.125
3874,J7EUrh1q3lgENaoTrHZl_w,36.1672912,-115.2869529,3.5,70,"Restaurants, American (New)",37,0.0945945945945946
3875,j7HO1YeMQGYo3KibMXZ5vg,36.10048,-115.31433,4.0,96,"Hawaiian, Restaurants",12,0.3333333333333333
3876,J7KlrDFrriWoRkIUVNRPbg,36.103211038299996,-115.1683705471,3.5,176,"Restaurants, Mexican",46,0.07608695652173914
3877,j7ooAJoKOgjT1_ARsFECZg,36.1220157,-115.1696529,3.0,34,"Restaurants, Mediterranean",146,0.02054794520547945
3878,j7ueBj03cBuGD5dg46RDsw,36.2803126274,-115.26146292690001,3.0,40,"Food, Bakeries, Grocery",5,0.6
3879,J8_AGg7Pb6s4B75MHBMEUQ,36.038013,-115.196851,2.0,237,"Sandwiches, Juice Bars & Smoothies, Food, Restaurants",10,0.2
3880,j84mrl1I2c6mU4ltS3ofGQ,36.104473999999996,-115.13656100000001,3.5,9,"Restaurants, Sandwiches, Breakfast & Brunch, American (Traditional), Coffee & Tea, Burgers, Food",66,0.05303030303030303
3881,J8uBO6VDvLUazy5X6fV2wQ,36.1873723,-115.1160105,2.5,3,"Fashion, Women's Clothing, Accessories, Home Services, Food, Specialty Food, Shopping, Discount Store, Contractors, Local Flavor",8,0.3125
3882,j9qC2kxTFcgApOjQ0kvuVQ,36.298153000000006,-115.270802,3.5,3,"Pizza, Breakfast & Brunch, Restaurants",8,0.4375
3883,j9UX-w0YQKXY6YuERT6BHA,36.129470899999994,-115.1456348,2.5,3,"Gas Stations, Coffee & Tea, Automotive, Grocery, Gas Stations, Service Stations, Convenience Stores, Food",4,0.625
3884,JA5GJINnaQQxKfoTUOBAOQ,36.0533813,-115.27955279999999,4.0,59,"Restaurants, Mexican",27,0.14814814814814814
3885,jA6fLtwQpiHzJCdsswFgfg,36.1049744,-115.1359993,3.5,10,"Restaurants, Mexican, Latin American",66,0.05303030303030303
3886,Ja6XZ62g2hw1XOV4Kkm1Aw,36.172836,-115.195816,3.0,9,"Pretzels, Food, Restaurants, Food Stands",27,0.1111111111111111
3887,JAAFhapjXHdxaLb8jxWwdQ,36.100784999999995,-115.05243899999999,3.0,49,"Food, Coffee & Tea",10,0.3
3888,JAHvhS-EDRxtoArvrpA5JQ,36.2108128,-115.29554040000001,2.5,15,"Arts & Entertainment, American (Traditional), Food, Restaurants, Beer, Wine & Spirits, Bars, Pubs, Nightlife, Casinos",5,0.5
3889,jaJnPIX9VxsFyfV5zQwk0g,36.1030965,-115.1723373,4.0,541,"Shopping, Local Flavor, Arts & Entertainment, Food, Tours, Specialty Food, Hobby Shops, Hotels & Travel",125,0.032
3890,jAmEDx9UPTNlHl-k6f9FqA,36.10301,-115.17246399999999,3.0,7,Food,122,0.02459016393442623
3891,jaqQNaCH-xtdr6uH0MFnWw,36.21813588,-115.2083770503,4.5,102,"Restaurants, Hawaiian, Asian Fusion, Breakfast & Brunch",8,0.5625
3892,jaSowNITPRRCYpPb3_pjdA,36.077209,-115.298601,4.0,316,"Bars, Breakfast & Brunch, French, Nightlife, Restaurants, Desserts, Food, American (New)",23,0.17391304347826086
3893,jAty2pgHVlp0sLyQo05r6Q,36.172115600000005,-115.14690379999999,4.5,40,"Candy Stores, Meat Shops, Food, Specialty Food, Bagels",62,0.07258064516129033
3894,jb_QTeYTSS642UafKRFs2Q,36.159875,-115.278848,4.5,211,"Desserts, Food, Specialty Food, Popcorn Shops",6,0.75
3895,JBAkpL5KCK2tyomhAL6DHg,36.10955,-115.17615500000001,4.0,34,"Japanese, Sushi Bars, Restaurants",77,0.05194805194805195
3896,jBAxyzIJ22B4jSseTDKuEg,36.169709600000004,-115.1236952,5.0,6,"Puerto Rican, Food Delivery Services, Specialty Food, Grocery, Restaurants, Caribbean, Ethnic Food, Caterers, Food, Event Planning & Services",14,0.35714285714285715
3897,jbbFSVdIrac2QBuSV-NBLw,36.11237,-115.17067800000001,3.5,233,"Food, Bakeries, Cafes, Restaurants",102,0.03431372549019608
3898,jBh399TajGcH28Zo2J1pHw,36.151531799999994,-115.33301570000002,3.5,547,"Food, American (Traditional), Restaurants, Ice Cream & Frozen Yogurt, Burgers",34,0.10294117647058823
3899,jBNK_385whkmX9M52vihMw,35.9777527,-115.1567936,2.0,58,"Burgers, Food, Fast Food, Restaurants",1,2.0
3900,JbopSXzZIy7id23GJsO9pA,36.1462743378,-115.3010218218,2.5,204,"Fast Food, Restaurants, Filipino",37,0.06756756756756757
3901,jbP8T-XAjD3rTGqbJqdxEA,36.198439799999996,-115.2794418,3.5,16,"Street Vendors, Food",13,0.2692307692307692
3902,JBQGpGvE41RhddSgUI4lfA,36.083838899999996,-115.148385,3.0,13,"Restaurants, Asian Fusion, Chinese",31,0.0967741935483871
3903,jBs2HmEOkqCvdHNnw3N-og,36.271428,-115.266543,3.0,368,"Burgers, American (Traditional), Restaurants, Sandwiches",18,0.16666666666666666
3904,JC7HF7jRVqULhTOTE2n6ug,36.1935832612,-115.3052077442,1.5,44,"Delis, Restaurants, Grocery, Fashion, Shopping, Drugstores, Bakeries, Food, Department Stores",30,0.05
3905,Jcblqr5gG1mb3ZSzuktReQ,36.125389,-115.19598300000001,4.5,29,"Restaurants, Chinese, Taiwanese",86,0.05232558139534884
3906,jCdi1UV7Ffuyav6bSMb3-A,36.187524700000004,-115.11643219999999,4.5,3,"Tacos, Street Vendors, Food, Hot Dogs, Restaurants, Food Trucks, Mexican",8,0.5625
3907,JcFyuyo0Rt6gDiVZ9yJ3VQ,36.1593346922,-115.35152712899999,4.0,483,"Restaurants, Breakfast & Brunch, American (New), Juice Bars & Smoothies, Sandwiches, Food",14,0.2857142857142857
3908,jChYROMc17z2Wwv6ClE2rg,36.1267301,-115.2013207,4.5,147,"Food, Bubble Tea, Ice Cream & Frozen Yogurt, Desserts",33,0.13636363636363635
3909,JCiglfoF09JqfR_gn6XYcA,36.2216289,-115.32906090000002,2.5,17,"Pizza, Italian, Restaurants",9,0.2777777777777778
3910,jCNBZnkIFv_0omLVTgNR6Q,36.0712104,-115.1341184,4.5,515,"Restaurants, Indian",7,0.6428571428571429
3911,jCR-xC4NqoEajjmstqX8sA,36.0419145304,-115.1834365118,4.0,311,"Steakhouses, Seafood, Restaurants, American (New)",13,0.3076923076923077
3912,JcS4M8Zcz4yczbNE7hN52Q,36.143033,-115.138594,2.0,12,"Food, Grocery",21,0.09523809523809523
3913,JcWzvvDWh4RY04tvm1LQzA,36.100278700000004,-115.11401000000001,1.5,12,"Fast Food, Burgers, Restaurants",29,0.05172413793103448
3914,jczZzgO9Mgbk3GQvCi8Yrw,36.123474740300004,-115.168791265,4.5,6,"Beauty & Spas, Watches, Food, Shopping, Cosmetics & Beauty Supply, Beer, Wine & Spirits",145,0.03103448275862069
3915,Jd-XHSl0t0JWotORH0IsSg,36.1002318771,-115.2097905388,2.0,62,"Pizza, Restaurants",23,0.08695652173913043
3916,jdAdf7keZac1idbgNKG2pw,36.219060299999995,-115.27695190000001,4.0,131,"American (Traditional), Nightlife, Pubs, Restaurants, Bars",16,0.25
3917,JdoBiBRgeS_KKaNaU1sofA,36.117033,-115.20625,4.0,76,"Chinese, Restaurants",41,0.0975609756097561
3918,JDv3HcmwK0cPkRa0-2aP4Q,36.019424151799996,-115.27924387780001,5.0,5,"Food, Barbeque, Street Vendors, Restaurants, Food Trucks",10,0.5
3919,JdXWoFcLDxE7OhC63r8zAQ,36.1973210769,-115.25936429139999,2.5,43,"Restaurants, Japanese",35,0.07142857142857142
3920,JDZ6_yycNQFTpUZzLIKHUg,36.134915427399996,-115.1758220047,4.5,2623,"Mexican, Lounges, Restaurants, Nightlife, Bars",3,1.5
3921,JECKrOvqJ_faoW_QxyeEAw,36.00898,-115.117154,3.0,30,"Mexican, Restaurants",12,0.25
3922,JEcm5xp7sMw8dOT245LVgg,36.106012799999995,-115.1667809,3.0,22,"Food, Nightlife, Beer, Wine & Spirits, Lounges, Bars",8,0.375
3923,JEOGm7ja65QuWdxl0HJrGw,36.1945409,-115.1194774,2.5,13,"Shopping, Department Stores, Restaurants, Meat Shops, Fashion, Grocery, Food, Specialty Food, Delis",3,0.8333333333333334
3924,JeWEJGxDyg75l_810bqP7Q,36.0191006,-115.11693149999999,4.5,150,"Imported Food, Ethnic Food, Specialty Food, Food, Grocery",59,0.07627118644067797
3925,JEYeBsODrUfUlZ3H8GOocw,36.190867499999996,-115.06259340000001,3.0,3,"Restaurants, Mexican, Latin American, Seafood, Steakhouses",8,0.375
3926,JF26V4OaZNTJIaDL8950HA,36.0715953,-115.0906629,3.5,37,"Restaurants, Caterers, Event Planning & Services, Chinese, Fast Food",9,0.3888888888888889
3927,jfIl1CYQSPTSJuANtGLZiA,36.2306843,-115.05639099999999,2.0,10,"Food, Coffee & Tea",2,1.0
3928,jfmyj519pg2flxGEQ2xdPg,36.1259553166,-115.20343129700001,3.5,486,"Chinese, Seafood, Restaurants, Cantonese",33,0.10606060606060606
3929,JfnV0ffC2LXy0xMLeYAePw,36.1176605,-115.17278759999999,3.5,23,"Food, Desserts, Bakeries",137,0.025547445255474453
3930,JFNv5sKeKAf1ZVPnfbzpXw,36.0979679,-115.29779609999999,4.0,153,"Food Delivery Services, Pizza, Event Planning & Services, Restaurants, Caterers, Chicken Wings, Italian, Food",49,0.08163265306122448
3931,JFPKfg_FNxCD4mNqAAAllQ,36.106212,-115.174213,4.0,116,"Food, Ice Cream & Frozen Yogurt",119,0.03361344537815126
3932,jfUarAupxK2BwoYj8hjQVw,36.1139147095,-115.1720068265,3.5,6,"American (Traditional), Food, Fast Food, Chicken Wings, Street Vendors, Restaurants",115,0.030434782608695653
3933,jG0m1-899xwYY3IXpTRRCQ,36.1032929428,-115.1377387026,4.5,195,"Nightlife, Beer Bar, Restaurants, Mexican, Bars",53,0.08490566037735849
3934,JG3QjHkDqZZ7ZEDnwc8C-Q,36.075992299999996,-115.19234340000001,5.0,50,"Specialty Food, Cheese Shops, Food",3,1.6666666666666667
3935,jgC4ktSSEEsFT6AmekbvsQ,36.16915170000001,-115.2913521,4.0,107,"Restaurants, Steakhouses, Seafood, Bars, Nightlife",17,0.23529411764705882
3936,JgkfjCL1NfMBC_M_hax_3Q,36.159283200000004,-115.078231,3.5,155,"Hawaiian, Restaurants",16,0.21875
3937,JGM-SxW_vayu0fBch-U2FQ,36.1054159186,-115.15045861799999,2.0,22,"Italian, Pizza, Restaurants, Food, Food Delivery Services",26,0.07692307692307693
3938,jgsojmg-UuXP4ub3-Bm3EA,36.062300236999995,-115.2432211375,4.5,75,"Nutritionists, Shopping, Food, Vitamins & Supplements, Health & Medical, Specialty Food, Weight Loss Centers, Active Life, Health Markets",21,0.21428571428571427
3939,JGt8I1xjA-2amBuXwXJPIw,36.19632670000001,-115.2345767,4.0,4,"Pizza, Restaurants",7,0.5714285714285714
3940,jgtEoeE2uoA27J_UvbE20g,36.1691679,-115.1405453,4.0,110,"Pizza, Restaurants",126,0.031746031746031744
3941,jgtWfJCJZty_Nctqpdtp3g,36.11781,-115.20981299999998,4.0,463,"Cafes, Restaurants, Mediterranean, Food, Bakeries, Greek",23,0.17391304347826086
3942,jGZRh1xFsy14fec3IG6-Hg,36.146289,-115.2438882,4.0,25,"Bars, Sports Bars, Nightlife, Restaurants, American (Traditional)",19,0.21052631578947367
3943,jhIVSxvjRUn_r-1CUq8taw,36.197489399999995,-115.2505798,3.0,13,"Food, Florists, Specialty Food, Flowers & Gifts, Chocolatiers & Shops, Gift Shops, Shopping",21,0.14285714285714285
3944,jhjmgnCYsTpIe-XOMZR-vA,36.1757303,-115.29102890000001,3.0,78,"Restaurants, Sports Bars, Nightlife, Irish, Pubs, Bars",12,0.25
3945,JHN09M-CRTGln2rRnS9hWw,36.122062493499996,-115.1544239326,1.5,74,"Fast Food, Burgers, Coffee & Tea, Food, Restaurants",8,0.1875
3946,JhQvfo_WfX10TG9_7VO14g,36.0944424,-115.20798629999999,3.5,65,"Sandwiches, Restaurants",12,0.2916666666666667
3947,JhRxDdmZSGDG_u7cGxaYrw,36.151546999999994,-115.331923,3.5,235,"American (Traditional), Nightlife, Salad, Cocktail Bars, Pizza, American (New), Restaurants, Bars",29,0.1206896551724138
3948,ji_kJnCofRtBV550AeXBxg,36.1249429732,-115.20725203069999,2.5,11,"Sandwiches, Vietnamese, Delis, Restaurants",58,0.04310344827586207
3949,Ji35uFlQyOpKjMFNKwp4mw,36.171657700000004,-115.14636159999999,4.0,14,"Food, Caterers, Event Planning & Services, Coffee & Tea",67,0.05970149253731343
3950,JiDH-_K3uQ8TwFx6jFjqcA,36.17311,-115.125401,4.0,5,"Farmers Market, Food, Local Flavor",3,1.3333333333333333
3951,JIfSollg32ifUzTw2K4PDQ,36.174560799999995,-115.1370274,4.5,176,"Street Vendors, Mexican, Food, Food Trucks, Restaurants",29,0.15517241379310345
3952,JIG5xGUdWbaaPeo3MDonYg,36.1229174,-115.1685253,3.5,15,"Restaurants, Nightlife, Bars",140,0.025
3953,JijwZPUuFqQqUekNR--dfw,36.0124982093,-115.17542012860001,4.0,176,"Steakhouses, Restaurants",17,0.23529411764705882
3954,JIpkbdQitnD1A5jfyz6xDg,36.1741602,-115.0622374,4.0,7,"Bakeries, Food, Hawaiian, Restaurants",24,0.16666666666666666
3955,jJ2ca6wqp_YwTsdAWzplkQ,36.045795,-115.2441173,4.5,98,"Poke, Sushi Bars, Restaurants, Japanese, Food, Asian Fusion",44,0.10227272727272728
3956,JJ41beOgk57JgkoX-rHcpQ,36.167234452399995,-115.13551001649999,3.5,38,"Arts & Entertainment, Street Vendors, Festivals, Nightlife, Music Venues, Food",28,0.125
3957,JJAwT9R6Fp2yyWHtWFA8uQ,36.118840999999996,-115.15448300000001,4.5,907,"Sushi Bars, Restaurants, Asian Fusion, Japanese, Izakaya, Salad",27,0.16666666666666666
3958,JJEx5wIqs9iGGATOagE8Sg,36.271169,-115.2677588,2.0,4,"Mexican, Restaurants",17,0.11764705882352941
3959,JjFzgAAsFVj-A93pymZicw,36.013415,-115.17098600000001,2.0,9,"Gas Stations, Automotive, Car Wash, Food, Convenience Stores",12,0.16666666666666666
3960,jjJ06LdxITpFaz_EQaEvWQ,36.1314994,-115.16416240000001,3.0,4,"Restaurants, American (Traditional)",28,0.10714285714285714
3961,JjjlhlQ2LEaQMuAug4fDIA,36.1275239729,-115.1977960207,3.5,298,"Restaurants, Delis, Asian Fusion, Food, Specialty Food, Ethnic Food, Taiwanese, Chinese, Noodles",79,0.04430379746835443
3962,JJpoHl5mxJHwbaix71mfyg,36.0856990312,-115.13954316819999,3.5,124,"Restaurants, Nightlife, American (Traditional), Bars, Pubs",10,0.35
3963,Jjwa-WCK73efAwVZRksWSw,36.152010100000005,-115.24370449999999,5.0,166,"Vegan, Egyptian, Restaurants, Vegetarian, Middle Eastern",18,0.2777777777777778
3964,JJzAOl3kQLfhOzB_vjf3FQ,36.125908,-115.19790400000001,3.5,13,"Restaurants, Chinese",79,0.04430379746835443
3965,jJZwQj3Pwv1OMZ8bQpKxnw,36.011841445900004,-115.1530872658,4.0,32,"Filipino, Restaurants",26,0.15384615384615385
3966,jkAr4Dnoh7fZL66DNv6jqg,36.108801299999996,-115.152093,4.0,36,"Food, Desserts",53,0.07547169811320754
3967,JKbovvbmbQKgb_v7KBpzPA,36.1265945,-115.20955,4.0,37,"Ice Cream & Frozen Yogurt, Tea Rooms, Coffee & Tea, Desserts, Food",76,0.05263157894736842
3968,jkCkdlxISVraP-tnTsgOvw,36.0995932,-115.1007315,2.0,10,"Fast Food, Restaurants",40,0.05
3969,jkhEPQovg6JKPzUr43MC_g,36.271474,-115.26061329999999,3.0,17,"Casinos, Bars, Arts & Entertainment, Lounges, Pizza, Restaurants, Nightlife, Sports Bars",12,0.25
3970,jKLbTpVhEZd3wxuwMnG-Yg,36.196751,-115.223802,5.0,4,"Restaurants, Caribbean",12,0.4166666666666667
3971,jKrlc4xQIvfzDZ8eNfqxwg,36.106259853699996,-115.1739692688,4.5,453,"Food, Nightlife, Lounges, Beer, Wine & Spirits, Bars",114,0.039473684210526314
3972,JKTMgelIQ-VHn7SL5nyiWA,36.018132,-115.118059,4.0,178,"Restaurants, Chinese, Thai, Asian Fusion",67,0.05970149253731343
3973,jKu_hYzVNQqjRvdvp6mQaQ,36.1563294475,-115.20219104530001,2.0,12,"Fast Food, Restaurants, American (Traditional), Coffee & Tea, Burgers, Food",7,0.2857142857142857
3974,jKUJifHQjmBucwNzy7OssQ,36.113887899999995,-115.1312463,5.0,3,"Food, International Grocery",14,0.35714285714285715
3975,jl3X1Mq5capOLWGQ6NFJVQ,36.1084263,-115.1373615,3.5,8,"Pizza, Restaurants, Food",37,0.0945945945945946
3976,Jl6_g-pZD5aQGg2y87myeQ,36.072454464,-115.1013189233,3.5,103,"Restaurants, Barbeque, Hawaiian",17,0.20588235294117646
3977,JL7ixh7_RGGRunHm9_ebJw,36.1165039,-115.2068875,3.5,27,"Restaurants, Nightlife, Soup, Hookah Bars, Salad, Bars, Mediterranean",50,0.07
3978,jLHE095dxq83qNVNndqUFQ,36.1079011,-115.05637240000001,3.5,101,"American (Traditional), Restaurants",8,0.4375
3979,jLkowt2UH0d-L81NDndaxA,36.1750987446,-115.13649336530001,2.0,9,"Food, Grocery, Convenience Stores",28,0.07142857142857142
3980,jLmjlSILEpZHr0axiQd3Yg,36.0995506,-115.3027463,1.5,7,"Restaurants, Pizza",22,0.06818181818181818
3981,jlpseJr1CS8aCMieENkQ8g,36.1056431,-115.1368196,3.0,91,"Bagels, Restaurants, Breakfast & Brunch, Delis, Food",69,0.043478260869565216
3982,jlTAd5UaI7GdUZ2IJGofaA,36.306470000000004,-115.27868000000001,3.5,3,"Fast Food, Mexican, Restaurants, Tex-Mex",6,0.5833333333333334
3983,jLTJw1Gm9Q9KG-iS2PWkpA,36.1152733,-115.1122756,4.5,89,"Persian/Iranian, Mediterranean, Middle Eastern, Restaurants",5,0.9
3984,jLxeBgWhLRbII2ACkgH1Sg,36.1444011,-115.27428940000001,4.0,595,"Food, Restaurants, French, Breakfast & Brunch, Cafes, Bakeries, Coffee & Tea",16,0.25
3985,JMpATuCfHzeP-DASD7DpXQ,36.2396982,-115.23255,4.0,3,"Restaurants, Mexican, Ethnic Food, Food, Specialty Food",25,0.16
3986,JMwwxARF34aR1aq7hzpiJQ,36.2189866677,-115.25896845049999,3.5,93,"Mexican, Spanish, Restaurants, Latin American",13,0.2692307692307692
3987,jmyvOW6G2T1fIePvajB4nQ,36.1002707,-115.12522390000001,4.0,356,"Cuban, Tapas Bars, Restaurants",17,0.23529411764705882
3988,jn_2MRwt6CLhtJfBZf-d1w,36.112895200000004,-115.06235339999999,4.0,10,"Ice Cream & Frozen Yogurt, Food",17,0.23529411764705882
3989,jNhxnj9j_spThcSzJMaeTw,36.1272235,-115.2249939,3.5,10,"Restaurants, Dim Sum, Chinese",74,0.0472972972972973
3990,JNICCucvO3qA90UK02KY6A,36.0721407,-115.10162460000001,3.0,6,"Food, Coffee & Tea, Convenience Stores",17,0.17647058823529413
3991,jnMcI0BOAsPEKMd7EQmDAQ,36.148630100000005,-115.2093281,2.0,28,"Bars, Restaurants, Dance Clubs, Latin American, Cocktail Bars, Nightlife",16,0.125
3992,jnroKk9qi0FR2bFSkxYZNg,36.12682720000001,-115.2075436,4.0,149,"Taiwanese, Restaurants, Chinese, Soup",53,0.07547169811320754
3993,JNyho2P0jSk-0T30T3A0OQ,36.0944116,-115.29735330000001,4.0,142,"Food, Desserts, Breakfast & Brunch, Restaurants",35,0.11428571428571428
3994,jO3ikdNbF_TGGv87izTkEg,36.1972178336,-115.2641317248,3.5,311,"Italian, Restaurants, Pizza, Food, Caterers, Event Planning & Services",11,0.3181818181818182
3995,joKG-MSwMJdR_OFm4J1WTA,36.1596891529,-115.1721,4.5,44,"Thai, Asian Fusion, Restaurants",18,0.25
3996,jOMtqF2XnRgOZ2eOVLoxGA,36.1887761998,-115.1569526973,4.5,55,"Southern, Soul Food, Restaurants, Food, Chinese, Specialty Food",4,1.125
3997,JOqH0qOAVL7OfkYW3opg4A,36.1157801,-115.0936882,3.5,10,"Restaurants, Latin American, Seafood, Sports Bars, Nightlife, Bars, American (Traditional), Mexican",22,0.1590909090909091
3998,jOSB_Sc4B3IsI5-MJluBsg,36.0185143,-115.27065449999999,4.5,138,"Food, Ice Cream & Frozen Yogurt",13,0.34615384615384615
3999,jovBGZAYjGRusbKPnePufA,36.1932914379,-115.3040919117,4.0,127,"Restaurants, Thai",29,0.13793103448275862
4000,joykx2LTxkBKvh-fEk4aKw,36.114779,-115.2217331,2.0,12,"Restaurants, Italian",10,0.2
4001,jozzH4XCEM9yQFjLAc3_zA,36.1467626319,-115.30093895459999,4.5,159,"Specialty Food, Food, Candy Stores",36,0.125
4002,JpE8ZE_wAsr2elVLoyFQOg,36.0833352,-115.0999753,5.0,5,"Restaurants, Food Delivery Services, Food",12,0.4166666666666667
4003,JPfi__QJAaRzmfh5aOyFEw,36.1148685,-115.2097115,4.5,1052,"Restaurants, Noodles, Asian Fusion, Chinese, Soup",42,0.10714285714285714
4004,JpgVl3d20CMRNjf1DVnzGA,36.108761,-115.170129,3.0,2412,"Event Planning & Services, Restaurants, Buffets, Caterers, Steakhouses, Seafood, Brazilian",98,0.030612244897959183
